(43, 2020, 1)
(38223, 2021, 1)
(43816, 2022, 1)
(39036, 2023, 1)
(36640, 2020, 2)
(38077, 2021, 2)
(43151, 2022, 2)
(77814, 2023, 2)
(1609, 2020, 3)
(2231, 2021, 3)
(2288, 2022, 3)
(2178, 2023, 4)
(36524, 2020, 6)
(76280, 2021, 6)
(43150, 2022, 6)
(72936, 2020, 7)
(43125, 2022, 7)
(36573, 2020, 8)
(38200, 2021, 8)
(109528, 2020, 9)
(114204, 2021, 9)
(129316, 2022, 9)
(36468, 2020, 10)
(43013, 2022, 10)
(39603, 2020, 11)
(1461, 2021, 11)
(1474, 2022, 11)
(36468, 2019, 12)
